PeakID (cmd=annotatePeaks.pl ./top_concordant_peaks_full-set.narrowPeak hg19 -noann)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chr9-81486774-2	chr9	81486720	81486828	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	273807	NR_109771	101927450		NR_109771	ENSG00000260995	LOC101927450	-	uncharacterized LOC101927450	ncRNA
Merged-chr5-73060538-2	chr5	73060475	73060602	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-48833	NM_001244364	64283		NM_022448	ENSG00000214944	ARHGEF28	RGNEF|RIP2|p190RHOGEF	Rho guanine nucleotide exchange factor 28	protein-coding
Merged-chr6-27203225-2	chr6	27203156	27203294	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-12255	NM_005865	10279		NM_005865	ENSG00000112812	PRSS16	TSSP	serine protease 16	protein-coding
Merged-chr2-159314675-2	chr2	159314623	159314728	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	270	NM_001377221	8502		NM_003628	ENSG00000144283	PKP4	p0071	plakophilin 4	protein-coding
Merged-chr3-94160087-2	chr3	94160016	94160158	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	149589	NR_106788	102466722		NR_106788	ENSG00000276830	MIR6730	hsa-mir-6730	microRNA 6730	ncRNA
Merged-chr15-66587075-2	chr15	66586988	66587163	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	922	NM_001323944	115752		NM_133375	ENSG00000166938	DIS3L	DIS3L1	DIS3 like exosome 3'-5' exoribonuclease	protein-coding
Merged-chr4-102875340-2	chr4	102875288	102875392	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	140341	NM_001083907	55024		NM_017935	ENSG00000153064	BANK1	BANK	B cell scaffold protein with ankyrin repeats 1	protein-coding
Merged-chr22-30631923-2	chr22	30631873	30631974	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-3260	NR_149070	110806283		NR_149070	ENSG00000232530	LIF-AS1	Lnc-LIF-AS	LIF antisense RNA 1	ncRNA
Merged-chr16-3202715-2	chr16	3202646	3202785	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	8423	NR_132322	197350		NR_132322	ENSG00000293410	CASP16P	CASP16	caspase 16, pseudogene	pseudo
Merged-chr8-111848472-2	chr8	111848377	111848567	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	191190	NR_125417	101927459		NR_125416	ENSG00000253877	LINC01608	-	long intergenic non-protein coding RNA 1608	ncRNA
Merged-chr15-63400421-2	chr15	63400362	63400481	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-13639	NM_171846	114294		NM_032857	ENSG00000103642	LACTB	G24|MRPL56	lactamase beta	protein-coding
Merged-chr15-57844146-2	chr15	57844078	57844215	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-39956	NR_104367	145781		NM_001018090	ENSG00000137878	GCOM1	GRINL1A|Gcom2|MYZAP|MYZAP-POLR2M|gcom	GCOM1, MYZAP-POLR2M combined locus	protein-coding
Merged-chr9-37472620-2	chr9	37472538	37472702	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-7173	NM_014872	9925		NM_014872	ENSG00000168795	ZBTB5	-	zinc finger and BTB domain containing 5	protein-coding
Merged-chr13-104535757-2	chr13	104535696	104535819	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	458207	NR_126374	104326190		NR_126374		LINC01309	TCONS_l2_00007459	long intergenic non-protein coding RNA 1309	ncRNA
Merged-chr14-100041233-2	chr14	100041146	100041320	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	29311	NM_001144995	317762		NM_022747	ENSG00000205476	CCDC85C	-	coiled-coil domain containing 85C	protein-coding
Merged-chr4-182878425-2	chr4	182878365	182878485	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-127299	NR_147188	105377573		NR_147188	ENSG00000251336	TENM3-AS2	TEMN3-AS1	TENM3 antisense transcript 2	ncRNA
Merged-chr6-27694415-2	chr6	27694360	27694470	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	32557	NR_038292	100507173		NR_038292	ENSG00000281706	LINC01012	-	long intergenic non-protein coding RNA 1012	ncRNA
Merged-chr1-110502739-2	chr1	110502686	110502793	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-24648	NM_006621	10768		NM_006621	ENSG00000168710	AHCYL1	DCAL|IRBIT|PPP1R78|PRO0233|XPVKONA	adenosylhomocysteinase like 1	protein-coding
Merged-chr7-151384888-2	chr7	151384796	151384980	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	48461	NM_001363698	51422		NM_016203	ENSG00000106617	PRKAG2	AAKG|AAKG2|CMH6|H91620p|WPWS	protein kinase AMP-activated non-catalytic subunit gamma 2	protein-coding
Merged-chr19-56888996-2	chr19	56888934	56889058	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-9244	NM_001322072	79149		NM_024303	ENSG00000131848	ZSCAN5A	ZNF495|ZSCAN5	zinc finger and SCAN domain containing 5A	protein-coding
Merged-chr10-21625923-2	chr10	21625868	21625979	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	35956	NR_155751	105376444		NR_155751	ENSG00000230109	LINC02643	-	long intergenic non-protein coding RNA 2643	ncRNA
Merged-chr9-2810311-2	chr9	2810259	2810364	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	33784	NM_014878	9933		NM_014878	ENSG00000080608	PUM3	HA-8|HLA-HA8|KIAA0020|PEN|PUF-A|PUF6|XTP5	pumilio RNA binding family member 3	protein-coding
Merged-chr16-1739372-2	chr16	1739320	1739424	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	11092	NM_144570	90861		NM_144570	ENSG00000206053	JPT2	C16orf34|HN1L|L11	Jupiter microtubule associated homolog 2	protein-coding
Merged-chr14-55240282-2	chr14	55240232	55240333	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	18731	NM_001161577	23034		NM_015589	ENSG00000020577	SAMD4A	SAMD4|SMAUG|SMAUG1|SMG|SMGA	sterile alpha motif domain containing 4A	protein-coding
Merged-chr10-135199622-2	chr10	135199565	135199680	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	6856	NM_152911	196743		NM_152911	ENSG00000148832	PAOX	PAO	polyamine oxidase	protein-coding
Merged-chr17-44805155-2	chr17	44805104	44805206	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	90903	NM_030753	7473		NM_030753	ENSG00000108379	WNT3	INT4|TETAMS	Wnt family member 3	protein-coding
Merged-chr11-35651587-2	chr11	35651496	35651679	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	11579	NM_014344	24147		NM_014344	ENSG00000179431	FJX1	-	four-jointed box kinase 1	protein-coding
Merged-chr9-2281792-2	chr9	2281727	2281857	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	123336	NM_001289400	6595		NM_003070	ENSG00000080503	SMARCA2	BAF190|BIS|BRM|NCBRS|SNF2|SNF2L2|SNF2LA|SWI2|Sth1p|hBRM|hSNF2a	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	protein-coding
Merged-chr17-37115243-2	chr17	37115156	37115330	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	8413	NM_001008777	494188		NM_001008777	ENSG00000204952	FBXO47	-	F-box protein 47	protein-coding
Merged-chr8-29492837-2	chr8	29492771	29492904	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	112788	NR_026765	619351		NR_026765	ENSG00000251191	LINC00589	C8orf75|TSLNC8	long intergenic non-protein coding RNA 589	ncRNA
Merged-chr1-161418031-2	chr1	161417961	161418101	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-57216	NM_001375297	2212		NM_021642	ENSG00000143226	FCGR2A	CD32|CD32A|CDw32|FCG2|FCGR2|FCGR2A1|FcGR|FcgammaRIIa|IGFR2	Fc gamma receptor IIa	protein-coding
Merged-chr11-128392653-2	chr11	128392598	128392709	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	368	NR_106738	102466104		NR_106738	ENSG00000276176	MIR6090	hsa-mir-6090	microRNA 6090	ncRNA
Merged-chr11-73851082-2	chr11	73851018	73851146	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	30965	NM_001286577	26005		NM_015531	ENSG00000168014	C2CD3	OFD14	C2 domain containing 3 centriole elongation regulator	protein-coding
Merged-chr16-4993333-2	chr16	4993242	4993425	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-6184	NM_002705	5493		NM_002705	ENSG00000118898	PPL	-	periplakin	protein-coding
Merged-chr11-69089492-2	chr11	69089423	69089561	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	27870	NM_138768	26579		NM_138768	ENSG00000172927	MYEOV	OCIM	myeloma overexpressed	protein-coding
Merged-chr14-53925252-2	chr14	53925185	53925319	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	305180	NR_110062	101927620		NR_110062	ENSG00000258731	DDHD1-DT	-	DDHD1 divergent transcript	ncRNA
Merged-chr11-1395007-2	chr11	1394921	1395094	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-16157	NR_046331	9024		NM_003957	ENSG00000174672	BRSK2	C11orf7|PEN11B|SAD-A|SAD1|SADA|STK29	BR serine/threonine kinase 2	protein-coding
Merged-chr1-145399239-2	chr1	145399160	145399318	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-14039	NM_213653	148738		NM_145277	ENSG00000168509	HJV	HFE2|HFE2A|JH|RGMC	hemojuvelin BMP co-receptor	protein-coding
Merged-chr12-18536272-2	chr12	18536200	18536345	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	121798	NM_004570	5288		NM_004570	ENSG00000139144	PIK3C2G	PI3K-C2-gamma|PI3K-C2GAMMA	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma	protein-coding
Merged-chr1-167684380-2	chr1	167684313	167684447	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-6839	NM_001146191	9019		NM_003953	ENSG00000197965	MPZL1	MPZL1b|PZR|PZR1b|PZRa|PZRb	myelin protein zero like 1	protein-coding
Merged-chr7-7139323-2	chr7	7139249	7139398	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-2906	NR_034022	100131257		NR_034022		LOC100131257	-	zinc finger protein 655 pseudogene	pseudo
Merged-chr11-67780899-2	chr11	67780847	67780952	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	3102	NM_000694	221		NM_000694	ENSG00000006534	ALDH3B1	ALDH4|ALDH7	aldehyde dehydrogenase 3 family member B1	protein-coding
Merged-chr12-106478025-2	chr12	106477954	106478096	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	55786	NM_014840	9891		NM_014840	ENSG00000074590	NUAK1	ARK5	NUAK family kinase 1	protein-coding
Merged-chr6-52289021-2	chr6	52288940	52289102	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	3215	NM_001172420	114327		NM_018100	ENSG00000096093	EFHC1	EJM1|POC9|RIB72|dJ304B14.2	EF-hand domain containing 1	protein-coding
Merged-chr6-148295710-2	chr6	148295660	148295761	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-297754	NM_001346505	23328		NM_015278	ENSG00000111961	SASH1	CAPOK|DUH|DUH1|SH3D6A|dJ323M4.1	SAM and SH3 domain containing 1	protein-coding
Merged-chr22-36858422-2	chr22	36858355	36858489	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	19265	NM_012473	25828		NM_012473	ENSG00000100348	TXN2	COXPD29|MT-TRX|MTRX|TRX2|TXN	thioredoxin 2	protein-coding
Merged-chr9-97684715-2	chr9	97684663	97684768	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	23121	NR_147614	101928119		NR_147613		LOC101928119	-	uncharacterized LOC101928119	ncRNA
Merged-chr12-98869234-2	chr12	98869152	98869316	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-18311	NR_033801	121456		NR_033801	ENSG00000293147	SLC9A7P1	-	solute carrier family 9 member 7 pseudogene 1	pseudo
Merged-chr4-77586551-2	chr4	77586492	77586611	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	89847	NR_039655	100616254		NR_039655	ENSG00000283682	MIR548AH	-	microRNA 548ah	ncRNA
Merged-chr7-7951180-2	chr7	7951087	7951274	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	57203	NR_110018	100505921		NR_110018		GLCCI1-DT	-	GLCCI1 divergent transcript	ncRNA
Merged-chr5-172753666-2	chr5	172753613	172753720	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	2840	NM_003714	8614		NM_003714	ENSG00000113739	STC2	STC-2|STCRP	stanniocalcin 2	protein-coding
Merged-chr14-23452030-2	chr14	23451980	23452081	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-270	NM_032876	84962		NM_032876	ENSG00000129474	AJUBA	JUB	ajuba LIM protein	protein-coding
Merged-chr22-41686903-2	chr22	41686847	41686959	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-4712	NM_002883	5905		NM_002883	ENSG00000100401	RANGAP1	Fug1|RANGAP|SD	Ran GTPase activating protein 1	protein-coding
Merged-chr8-131009071-2	chr8	131009019	131009123	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	11628	NR_049826	100847051		NR_049826	ENSG00000264653	MIR5194	mir-5194	microRNA 5194	ncRNA
Merged-chr9-18490762-2	chr9	18490690	18490834	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	16611	NM_001040272	92949		NM_052866	ENSG00000178031	ADAMTSL1	ADAMTSL-1|ADAMTSR1|C9orf94|PUNCTIN	ADAMTS like 1	protein-coding
Merged-chr3-187988356-2	chr3	187988304	187988408	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	57672	NM_005578	4026		NM_005578	ENSG00000145012	LPP	-	LIM domain containing preferred translocation partner in lipoma	protein-coding
Merged-chr13-49888227-2	chr13	49888135	49888319	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	66166	NM_001193478	81602		NM_030911	ENSG00000102543	CDADC1	NYD-SP15|bA103J18.1	cytidine and dCMP deaminase domain containing 1	protein-coding
Merged-chr22-36026010-2	chr22	36025958	36026062	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-6609	NM_203377	4151		NM_005368	ENSG00000198125	MB	MYOSB|PVALB	myoglobin	protein-coding
Merged-chr2-112732889-2	chr2	112732835	112732944	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	76705	NM_006343	10461		NM_006343	ENSG00000153208	MERTK	MER|RP38|Tyro12|c-Eyk|c-mer	MER proto-oncogene, tyrosine kinase	protein-coding
Merged-chr10-21581797-2	chr10	21581720	21581875	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	182	NM_001377326	10529		NM_006393	ENSG00000078114	NEBL	C10orf113|LASP2|LNEBL|bA165O3.1	nebulette	protein-coding
Merged-chr16-90061806-2	chr16	90061755	90061857	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	13606	NM_001371581	79007		NM_024043	ENSG00000003249	DBNDD1	-	dysbindin domain containing 1	protein-coding
